,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
0,3M Co,Q159433,0,False,nothing,-16.44388888888888,-1,-1.0,-1.0
1,A O Smith Corp,Q4648219,0,False,nothing,2.3400000000000007,1,1.0,1.0
2,a2 Milk Co Ltd,Q22909318,0,False,nothing,-8.46,-1,-1.0,-1.0
3,ABB Ltd,Q52825,0,False,nothing,68.70545454545454,1,1.0,1.0
4,Abbott Laboratories,Q306764,0,False,nothing,-6.77,-1,-1.0,-1.0
5,AbbVie Inc,Q14662364,0,False,nothing,-26.65,-1,-1.0,-1.0
6,ABN AMRO Bank NV,Q287471,0,False,nothing,-52.13,-1,-1.0,-1.0
7,Accenture PLC,Q338825,0,False,nothing,49.09142857142857,1,1.0,1.0
8,Accor SA,Q212599,0,False,nothing,160.8957142857143,1,1.0,1.0
9,Activision Blizzard Inc,Q344341,0,False,nothing,-88.65299999999999,-1,-1.0,-1.0
10,Adani Transmission Ltd,Q83472792,0,False,nothing,15.06,1,1.0,1.0
11,adidas AG,Q3895,0,False,nothing,136.77517241379311,1,1.0,1.0
12,Adient PLC,Q26832896,0,False,nothing,-4.69,-1,-1.0,-1.0
13,Adobe Inc,Q11463,0,False,nothing,46.590384615384615,1,1.0,1.0
14,ADT Inc,Q290680,0,False,nothing,12.25,1,1.0,1.0
15,Adtalem Global Education Inc,Q5244154,0,False,nothing,5.67,1,1.0,1.0
16,Advance Auto Parts Inc,Q4686051,0,False,nothing,-4.515000000000001,-1,-1.0,-1.0
17,Advanced Drainage Systems Inc,Q60745531,0,False,nothing,0.3400000000000001,1,1.0,1.0
18,Advanced Micro Devices Inc,Q128896,0,False,nothing,56.13510204081632,1,1.0,1.0
19,Adyen NV,Q4686934,0,False,nothing,29.82,1,1.0,1.0
20,AECOM,Q2825507,0,True,Our ecologists social scientists economists planners engineers and other specialists work together to determine the value of natural capital and embed this in policies plans projects and investments with the ultimate goal of putting the value of nature at the heart of decision are capable of implementing strategies to protect enhance and help reverse the decline of natural capital and generating new business opportunities such as developing wetlands on under utilised land to support wildlife and and project experience We have expertise and experience in six key areas each of which is introduced in the sections that follow Environmental valuation Ecosystem services assessment Cost benefit analysis Natural capital accounting Market based instruments Ecosystem based mitigation and adaptation Sustaining and enhancing natural capital and ecosystem services Natural capital Woodland Supporting ecosystem service Water storage Final ecosystem service Flood regulation Benefits Lower flood risk Values Reduced nature at the heart of decision making 4 A E COM 5 A E COM Environmental valuation Some of the goods and services that we derive from nature such as timber food and fibre are traded in markets and ascribed a price,-35.2,0,0.0,0.0
21,AES Corp,Q291508,0,False,nothing,51.00000000000001,1,1.0,1.0
22,Ageas SA/NV,Q392338,0,False,nothing,-6.386,-1,-1.0,-1.0
23,Agilent Technologies Inc,Q393762,0,False,nothing,380.1575,1,1.0,1.0
24,AIA Group Ltd,Q1152465,0,False,nothing,-11.7,-1,-1.0,-1.0
25,AIB Group PLC,Q1642179,0,False,nothing,-12.522499999999996,-1,-1.0,-1.0
26,Air Liquide SA,Q407448,0,True,The Group is keen to take an active role in protecting the planet and the quality of life of its inhabitants by developing solutions to help the transition to a carbon free economy and improve air quality,131.552,2,2.0,2.0
27,Ajinomoto Co Inc,Q412826,0,False,nothing,4.46,1,1.0,1.0
28,Akamai Technologies Inc,Q415598,0,False,nothing,264.46,1,1.0,1.0
29,Akbank TAS,Q416624,0,True,Life on Land Our Operations and Environment Pages 102,0.0,0,0.0,0.0
30,Akzo Nobel NV,Q50912,0,False,nothing,10.345,1,1.0,1.0
31,Albemarle Corp,Q127074,0,False,nothing,-2.88,-1,-1.0,-1.0
32,Alcon Inc,Q684825,0,False,nothing,21.875,1,1.0,1.0
33,Alexandria Real Estate Equities Inc,Q48739877,0,False,nothing,1.404,1,0.4166666666666667,1.0
34,Alfa Laval AB,Q686030,0,False,nothing,10.59666666666667,1,1.0,1.0
35,Alibaba Group Holding Ltd,Q1359568,0,False,nothing,-105.8629411764706,-1,-0.42857142857142855,-1.0
36,Allegion plc,Q16738121,0,False,nothing,23.11,1,1.0,1.0
37,Allianz SE,Q487292,0,False,nothing,-13.476363636363637,-1,0.0,-0.5
38,Allied Properties Real Estate Investment Trust,Q697852,0,True,As our business evolved we increased our focus on the intensification and development of under utilized land within our portfolio to provide our users with the same distinctive quality experience as our Class I Sky Calgary ALLIED 2019 ES G REPORT ALLIED 2019 ES G REPORT 23 22 The Wells office space is designed with human comfort and environmental sustainability at the balance conservation with creation for a more inspiring productive and collaborative workplace,51.05375000000001,2,0.4166666666666667,2.0
39,Allison Transmission Holdings Inc,Q2036530,0,False,nothing,9.2,1,1.0,1.0
40,Alphabet Inc,Q20800404,0,False,nothing,-7.686999999999998,-1,-1.0,-1.0
41,Alstom SA,Q309084,0,False,nothing,81.90727272727273,1,1.0,1.0
42,Altice USA Inc,Q644289,0,True,Our commitment to reducing the impact on the planet begins with our own operations to build a culture of zero harm in all we do,-70.21000000000001,0,0.0,0.0
43,Altium Ltd,Q1066620,0,False,nothing,3.344999999999999,1,1.0,1.0
44,Amadeus IT Group SA,Q696061,0,False,nothing,0.0,-1,-1.0,-1.0
45,Amazon.com Inc,Q3884,0,False,nothing,29.50431309904153,1,1.0,1.0
46,AMC Entertainment Holdings Inc,Q294721,0,False,nothing,-41.481923076923074,-1,-1.0,-1.0
47,American Axle & Manufacturing Holdings Inc,Q4743120,0,False,nothing,24.360000000000003,1,1.0,1.0
48,American Express Co,Q194360,0,False,nothing,2.204705882352939,1,0.05263157894736842,1.0
49,American International Group Inc,Q212235,0,False,nothing,-1103.2955555555554,-1,-1.0,-1.0
50,American Tower Corp,Q4745263,0,False,nothing,-9.5,-1,0.4166666666666667,-0.5
51,American Water Works Co Inc,Q467238,0,False,nothing,559.81,1,1.0,1.0
52,Amorepacific Corp,Q490142,0,True,A more pac ic Group strives to help the natural ecosystem continuously circulate in gratitude to nature which has provided us with abundant look back and take care of where our two feet have touched,11.923333333333332,2,2.0,2.0
53,ams AG,Q477875,0,False,nothing,-1.2000000000000002,-1,-1.0,-1.0
54,Analog Devices Inc,Q484930,0,True,In the communities where we operate we have also embarked on projects aimed at conserving and protecting existing habitat,15.64,2,2.0,2.0
55,ANDRITZ AG,Q442018,0,False,nothing,42.191428571428574,1,1.0,1.0
56,Anglo American PLC,Q541451,0,False,nothing,-108.16249999999998,-1,-1.0,-1.0
57,Anheuser-Busch InBev SA/NV,Q128738,0,False,nothing,51.95142857142857,1,1.0,1.0
58,ANSYS Inc,Q295774,0,False,nothing,176.66,1,1.0,1.0
59,Antero Resources Corp,Q39046155,0,False,nothing,0.18,1,1.0,1.0
60,Anthem Inc,Q677488,0,False,nothing,-55.64,-1,-1.0,-1.0
61,APA Group,Q20311412,0,False,nothing,0.2133333333333335,1,1.0,1.0
62,Apple Inc,Q312,0,False,nothing,-124.62029810298102,-1,0.05263157894736842,-0.5
63,Applied Materials Inc,Q621610,0,False,nothing,10.936,1,1.0,1.0
64,Aptiv PLC,Q643626,0,False,nothing,71.34,1,1.0,1.0
65,Aramark,Q625708,0,False,nothing,14.875000000000028,1,1.0,1.0
66,Arcadis NV,Q631507,1,False,nothing,22.23,2,2.0,2.0
