,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
0,3M Co,Q159433,0,False,nothing,-16.44388888888888,-1,-1.0,-1.0
1,A O Smith Corp,Q4648219,0,False,nothing,2.3400000000000007,1,1.0,1.0
2,a2 Milk Co Ltd,Q22909318,0,False,nothing,-8.46,-1,-1.0,-1.0
3,ABB Ltd,Q52825,0,False,nothing,68.70545454545454,1,1.0,1.0
4,Abbott Laboratories,Q306764,0,False,nothing,-6.77,-1,-1.0,-1.0
5,AbbVie Inc,Q14662364,0,True,focused on reducing our environmental footprint growing sustain ably as well as inspiring educating and engaging our workforce to steward sustainability within and beyond Abb Vie,-26.65,0,0.0,0.0
6,ABN AMRO Bank NV,Q287471,0,False,nothing,-52.13,-1,-1.0,-1.0
7,Accenture PLC,Q338825,0,True,From gender equality and climate action to decent work and economic growth and quality education we are committed to contribute to the new sus tain able development set ambitious goals and make stra te gic investments to drive progress and performance across our organization workforce communities environment and supply chain,49.09142857142857,2,2.0,2.0
8,Accor SA,Q212599,0,False,nothing,160.8957142857143,1,1.0,1.0
9,Activision Blizzard Inc,Q344341,0,False,nothing,-88.65299999999999,-1,-1.0,-1.0
10,Adani Transmission Ltd,Q83472792,0,True,In alignment with the Sustainable Development Goals S DGs we engage with local groups and associations to implement targeted programmes that emphasise good health quality education sustainable livelihoods and community believe that when we help our communities address their most pressing challenges we are assisting in making our society and in turn ATL more resilient,15.06,2,2.0,2.0
11,Adani Transmission Ltd,Q83472792,0,True,However certain issues which were flagged were addressed and adequate steps have GRI LA 5 SO 1 A dani Transmission Limited 67 NO POVERTY GOOD HEALTH AND WELL BEING GENDER EQUALITY QUALITY EDUCATION CLEAN WATER AND SANITATION DECENT WORK AND ECONOMIC GROWTH LIFE ON LAND been taken to address them as part of our future CSR focus areas are primarily linked to the following S DGs No Poverty SD G 1 Good Health and Well Being SD G 3 Quality Education SD G 4 Gender Equality SD G 5 Clean Water and Sanitation SD G 6 Decent Work and Economic Growth SD G 8 and Life on Land SD G 15,15.06,2,2.0,2.0
12,Adani Transmission Ltd,Q83472792,0,True,We work with government institutions and private entities to achieve our objective of effective teaching to children for their learning and is believed to be the stepping stone to improve the quality of life especially for the poor and the most vulnerable,15.06,2,2.0,2.0
13,adidas AG,Q3895,0,False,nothing,136.77517241379311,1,1.0,1.0
14,Adient PLC,Q26832896,0,False,nothing,-4.69,-1,-1.0,-1.0
15,Adobe Inc,Q11463,0,True,11 global gender pay parity Adobe Corporate Sustainability Report Part of our commitment to fostering a diverse and inclusive workforce the Adobe Digital Academy offers career switcher s the education and experience they need to launch successful careers in user experience UX design data science and web development,46.590384615384615,2,2.0,2.0
16,Adobe Inc,Q11463,0,True,Action Statement Operating our business sustain ably has been a core value at Adobe from its inception and this commitment is embedded in our Code of Business Conduct and in our sustainability guiding principles Creating healthy collaborative and innovative work environments Reducing operational costs and increasing productivity through thoughtful resource conservation and waste reduction Driving profit responsibly Fostering a culture of involvement in sustainability through employee education and engagement and Enabling our customers to become more sustainable through the use of our products,46.590384615384615,2,2.0,2.0
17,ADT Inc,Q290680,0,False,nothing,12.25,1,1.0,1.0
18,Adtalem Global Education Inc,Q5244154,2,True,7 OUR APPROACH TO SUSTAINABILITY Ad tale ms Sustainability Commitment Safeguarding Global Health and the Environment Ad tale m Global Education operates in a sustainable ethical and responsible manner as we increase access and equity in education and workforce training,5.67,4,4.0,4.0
19,Advance Auto Parts Inc,Q4686051,0,False,nothing,-4.515000000000001,-1,-1.0,-1.0
20,Advanced Drainage Systems Inc,Q60745531,0,False,nothing,0.3400000000000001,1,1.0,1.0
21,Advanced Micro Devices Inc,Q128896,0,False,nothing,56.13510204081632,1,1.0,1.0
22,Adyen NV,Q4686934,0,True,Report 2020 page 34 Environmental sustainability projects This year the environmental sustainability projects we supported were focused on the S DGs of climate action quality education decent work and economic growth,29.82,2,2.0,2.0
23,AECOM,Q2825507,0,True,27 Blueprint for Better Worlds pillar Opening Doors Water water everywhere Professional quality community delivery Building a better world Opening Doors ES CR SOLUTIONS KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 28 With Creating Opportunity the second pillar Blueprint for a Better World we help A legacy of outreach A gift of STEM education Employing the people who serve Creating Opportunity ES CR SOLUTIONS KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 29 Protecting Tomorrow the third pillar Blueprint for a Better World Solar power for the poorest Harvesting rainwater Glasgow Canal coalition prepared for a resilient Tomorrow participants with solar lanterns,-35.2,0,0.0,0.0
24,AES Corp,Q291508,0,False,nothing,51.00000000000001,1,1.0,1.0
25,Ageas SA/NV,Q392338,0,False,nothing,-6.386,-1,-1.0,-1.0
26,Agilent Technologies Inc,Q393762,0,False,nothing,380.1575,1,1.0,1.0
27,AIA Group Ltd,Q1152465,0,False,nothing,-11.7,-1,-1.0,-1.0
28,AIB Group PLC,Q1642179,0,False,nothing,-12.522499999999996,-1,-1.0,-1.0
29,Air Liquide SA,Q407448,0,True,The way we work Inclusion Diversity Your professional journey Learning organization Total rewards,131.552,2,2.0,2.0
30,Ajinomoto Co Inc,Q412826,0,False,nothing,4.46,1,1.0,1.0
31,Akamai Technologies Inc,Q415598,0,False,nothing,264.46,1,1.0,1.0
32,Akbank TAS,Q416624,0,False,nothing,0.0,-1,-1.0,-1.0
33,Akzo Nobel NV,Q50912,0,False,nothing,10.345,1,1.0,1.0
34,Albemarle Corp,Q127074,0,False,nothing,-2.88,-1,-1.0,-1.0
35,Alcon Inc,Q684825,0,False,nothing,21.875,1,1.0,1.0
36,Alexandria Real Estate Equities Inc,Q48739877,0,False,nothing,1.404,1,0.4166666666666667,1.0
37,Alfa Laval AB,Q686030,0,False,nothing,10.59666666666667,1,1.0,1.0
38,Alibaba Group Holding Ltd,Q1359568,0,False,nothing,-105.8629411764706,-1,-0.42857142857142855,-1.0
39,Allegion plc,Q16738121,0,True,We seek to operate our business with principles that support our proactive commitment including Integrate sound environmental health safety EH S and sustainability strategies in our business functions including objectives and measurements Evaluate our compliance status periodically and annual review of objectives and targets Train and educate our employees to help them understand their roles in supporting the EH S and sustainability issues associated with their jobs and work areas Make continuous improvements in EH S and sustainability management systems and performance including reduction in the usage of natural resources waste minimization prevention of pollution and prevention of workplace accidents injuries and risks Design operate and maintain our facilities in a manner that minimizes negative EH S and sustainability impacts Use materials responsibly including where feasible recycling and reusing materials and Act in a way that shows sensitivity to community concerns about EH S and sustainability have a dedicated environmental program that is designed to reduce the utilization and generation of hazardous materials during the manufacturing process as well as to remediate identified environmental concerns,23.11,2,2.0,2.0
40,Allianz SE,Q487292,0,False,nothing,-13.476363636363637,-1,0.0,-0.5
41,Allied Properties Real Estate Investment Trust,Q697852,0,False,nothing,51.05375000000001,1,0.4166666666666667,1.0
42,Allison Transmission Holdings Inc,Q2036530,0,False,nothing,9.2,1,1.0,1.0
43,Alphabet Inc,Q20800404,0,False,nothing,-7.686999999999998,-1,-1.0,-1.0
44,Alstom SA,Q309084,0,False,nothing,81.90727272727273,1,1.0,1.0
45,Altice USA Inc,Q644289,0,False,nothing,-70.21000000000001,-1,-1.0,-1.0
