,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
0,3M Co,Q159433,0,False,nothing,-16.44388888888888,-1,-1.0,-1.0
1,A O Smith Corp,Q4648219,0,False,nothing,2.3400000000000007,1,1.0,1.0
2,a2 Milk Co Ltd,Q22909318,0,False,nothing,-8.46,-1,-1.0,-1.0
3,ABB Ltd,Q52825,0,False,nothing,68.70545454545454,1,1.0,1.0
4,Abbott Laboratories,Q306764,0,False,nothing,-6.77,-1,-1.0,-1.0
5,AbbVie Inc,Q14662364,0,True,See our sustainability progress equity equality diversity and inclusion fuels our innovation and supports employee development and education,-26.65,0,0.0,0.0
6,ABN AMRO Bank NV,Q287471,0,False,nothing,-52.13,-1,-1.0,-1.0
7,Accenture PLC,Q338825,0,False,nothing,49.09142857142857,1,1.0,1.0
8,Accor SA,Q212599,0,False,nothing,160.8957142857143,1,1.0,1.0
9,Activision Blizzard Inc,Q344341,0,False,nothing,-88.65299999999999,-1,-1.0,-1.0
10,Adani Transmission Ltd,Q83472792,0,True,21 59 63 PF 2 Labour and Working Conditions Occupational Health and Safety Human Rights Training and Education Pg s,15.06,2,2.0,2.0
11,adidas AG,Q3895,0,False,nothing,136.77517241379311,1,1.0,1.0
12,Adient PLC,Q26832896,0,False,nothing,-4.69,-1,-1.0,-1.0
13,Adobe Inc,Q11463,0,False,nothing,46.590384615384615,1,1.0,1.0
14,ADT Inc,Q290680,0,False,nothing,12.25,1,1.0,1.0
15,Adtalem Global Education Inc,Q5244154,0,False,nothing,5.67,1,1.0,1.0
16,Advance Auto Parts Inc,Q4686051,0,False,nothing,-4.515000000000001,-1,-1.0,-1.0
17,Advanced Drainage Systems Inc,Q60745531,0,False,nothing,0.3400000000000001,1,1.0,1.0
18,Advanced Micro Devices Inc,Q128896,0,False,nothing,56.13510204081632,1,1.0,1.0
19,Adyen NV,Q4686934,0,False,nothing,29.82,1,1.0,1.0
20,AECOM,Q2825507,0,True,From high performance buildings and infrastructure to resilient communities and environments to stable and secure nations our work is transformative differentiated and vital,-35.2,0,0.0,0.0
21,AES Corp,Q291508,0,False,nothing,51.00000000000001,1,1.0,1.0
22,Ageas SA/NV,Q392338,0,False,nothing,-6.386,-1,-1.0,-1.0
23,Agilent Technologies Inc,Q393762,0,True,1 Charitable and Political Compliance Social and Environmental Responsibilities We value our place in the global community and are committed to conducting business in an ethical socially responsible and environmentally sustainable manner,380.1575,2,2.0,2.0
24,AIA Group Ltd,Q1152465,0,False,nothing,-11.7,-1,-1.0,-1.0
25,AIB Group PLC,Q1642179,0,False,nothing,-12.522499999999996,-1,-1.0,-1.0
26,Air Liquide SA,Q407448,0,False,nothing,131.552,1,1.0,1.0
27,Ajinomoto Co Inc,Q412826,0,False,nothing,4.46,1,1.0,1.0
28,Akamai Technologies Inc,Q415598,0,False,nothing,264.46,1,1.0,1.0
29,Akbank TAS,Q416624,0,False,nothing,0.0,-1,-1.0,-1.0
30,Akzo Nobel NV,Q50912,0,False,nothing,10.345,1,1.0,1.0
31,Albemarle Corp,Q127074,0,False,nothing,-2.88,-1,-1.0,-1.0
32,Alcon Inc,Q684825,0,False,nothing,21.875,1,1.0,1.0
33,Alexandria Real Estate Equities Inc,Q48739877,0,False,nothing,1.404,1,0.5,1.0
34,Alfa Laval AB,Q686030,0,True,The four principles Social Business Integrity Environment and Transparency include respecting the human rights of our employees and the communities in which we operate and our work to reduce environmental impact Read about our Business Principles Business opportunities At Alfa Laval sustainability is also about capturing business opportunities,10.59666666666667,2,2.0,2.0
35,Alibaba Group Holding Ltd,Q1359568,0,False,nothing,-105.8629411764706,-1,-0.42857142857142855,-1.0
36,Allegion plc,Q16738121,0,True,Our community impact projects span safe and secure housing hunger relief domestic violence shelters support for educators schools and children facing health and social challenges STEM and mentoring programs and many more needs identified by our local operations,23.11,2,2.0,2.0
37,Allianz SE,Q487292,0,True,We take a strong stance on gender equality diversity and inclusion training and development employee engagement and health and well being,-13.476363636363637,0,0.0,0.0
38,Allianz SE,Q487292,0,True,8 Demonstrating integrity com pet ance and everything we do See more on page,-13.476363636363637,0,0.5,0.5
39,Allied Properties Real Estate Investment Trust,Q697852,0,True,We aim to ensure our governance infrastructure supports equitable transparent and responsible business West Toronto Governance 44 Board and Management,51.05375000000001,2,0.5,2.0
40,Allison Transmission Holdings Inc,Q2036530,0,False,nothing,9.2,1,1.0,1.0
41,Alphabet Inc,Q20800404,0,False,nothing,-7.686999999999998,-1,-1.0,-1.0
42,Alstom SA,Q309084,0,False,nothing,81.90727272727273,1,1.0,1.0
43,Altice USA Inc,Q644289,0,False,nothing,-70.21000000000001,-1,-1.0,-1.0
44,Altium Ltd,Q1066620,0,False,nothing,3.344999999999999,1,1.0,1.0
45,Amadeus IT Group SA,Q696061,0,False,nothing,0.0,-1,-1.0,-1.0
46,Amazon.com Inc,Q3884,0,False,nothing,29.50431309904153,1,1.0,1.0
47,AMC Entertainment Holdings Inc,Q294721,0,False,nothing,-41.481923076923074,-1,-1.0,-1.0
48,American Axle & Manufacturing Holdings Inc,Q4743120,0,True,Our Human Rights Policy also addresses workplace safety and security freedom of association wage and hour standards and prohibitions against forced labor child labor and human A AM INTEGRITY THE POWER OF DOING WHAT IS RIGHT IS PARAMOUNT,24.360000000000003,2,2.0,2.0
49,American Express Co,Q194360,0,False,nothing,2.204705882352939,1,0.10526315789473684,1.0
50,American International Group Inc,Q212235,0,False,nothing,-1103.2955555555554,-1,-1.0,-1.0
51,American Tower Corp,Q4745263,0,False,nothing,-9.5,-1,0.5,-0.5
52,American Water Works Co Inc,Q467238,0,False,nothing,559.81,1,1.0,1.0
53,Amorepacific Corp,Q490142,0,False,nothing,11.923333333333332,1,1.0,1.0
54,ams AG,Q477875,0,True,With more than 10 000 participants in 130 countries the UN Global Compact is committed to human rights just labor standards environmental protection and anti corruption its dedication to protecting the environment and to the sustainability of resources ams is committed to significantly reducing its carbon emissions,-1.2000000000000002,0,0.0,0.0
55,Analog Devices Inc,Q484930,0,False,nothing,15.64,1,1.0,1.0
56,ANDRITZ AG,Q442018,0,False,nothing,42.191428571428574,1,1.0,1.0
57,Anglo American PLC,Q541451,0,False,nothing,-108.16249999999998,-1,-1.0,-1.0
58,Anheuser-Busch InBev SA/NV,Q128738,0,False,nothing,51.95142857142857,1,1.0,1.0
59,ANSYS Inc,Q295774,0,False,nothing,176.66,1,1.0,1.0
60,Antero Resources Corp,Q39046155,0,False,nothing,0.18,1,1.0,1.0
61,Anthem Inc,Q677488,0,True,And the voices from our more than 11 500 member strong Associate Resource Groups ARG s helped inspire us to open our hearts and minds to the needs and feelings of a broad range of work was extended through a 50 million five year pledge focused on eliminating racial injustice strengthening our communities and addressing health inequities,-55.64,0,0.0,0.0
62,APA Group,Q20311412,0,False,nothing,0.2133333333333335,1,1.0,1.0
63,Apple Inc,Q312,0,False,nothing,-124.62029810298102,-1,0.10526315789473684,-0.5
64,Applied Materials Inc,Q621610,0,False,nothing,10.936,1,1.0,1.0
65,Aptiv PLC,Q643626,0,False,nothing,71.34,1,1.0,1.0
