,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
0,3M Co,Q159433,0,False,nothing,-16.44388888888888,-1,-1.0,-1.0
1,A O Smith Corp,Q4648219,0,False,nothing,2.3400000000000007,1,1.0,1.0
2,a2 Milk Co Ltd,Q22909318,0,False,nothing,-8.46,-1,-1.0,-1.0
3,ABB Ltd,Q52825,0,True,Through our leading technologies and sustainable business practices we enable seven of the SD G goals directly 7 affordable and clean energy 11 sustainable cities and communities 9 industry innovation and infrastructure 6 clean water and sanitation 12 responsible consumption and production 8 decent work and economic growth and 17 partnership for the goals,68.70545454545454,2,2.0,2.0
4,ABB Ltd,Q52825,0,True,Through our leading technologies and sustainable business practices we enable seven of the SD G goals directly 7 affordable and clean energy 11 sustainable cities and communities 9 industry innovation and infrastructure 6 clean water and sanitation 12 responsible consumption and production 8 decent work and economic growth and 17 partnership for the goals,68.70545454545454,2,2.0,2.0
5,Abbott Laboratories,Q306764,0,False,nothing,-6.77,-1,-1.0,-1.0
6,AbbVie Inc,Q14662364,0,True,opens in a new window ambitious organizations in collective action on climate by aligning our commitments to the Paris Climate in a new window Learn in a new window,-26.65,0,0.0,0.0
7,ABN AMRO Bank NV,Q287471,0,False,nothing,-52.13,-1,-1.0,-1.0
8,Accenture PLC,Q338825,0,True,Additionally Accent ure as a global group of companies uphold our long standing support as a LEAD mem ber of the United Nations Global Com pact signed in January 2008 as well as our commitment to adhere to the United Nations Guiding Principles on Business and Human to Succeed We are committed to achieving our vision of improving the way the world works and lives from closing employment gaps to advancing sustainable economic growth,49.09142857142857,2,2.0,2.0
9,Accenture PLC,Q338825,0,True,Together with our partners were helping to solve the biggest problems our clients and the world face to achieve the United Nations Sustainable Development Goals and tackle climate change,49.09142857142857,2,2.0,2.0
10,Accor SA,Q212599,0,True,Home Group Get to know us CEOs Editorial Acc or Overview Our ambitions Augmented Hospitality Open Innovation Food Beverage Our History Our commitments ALL He artist Fund Acting for People and the Planet Ethics Compliance Our governance Governance Principles Board of Directors Board Committees Executive Committee Our partnerships Acc or partners Acc or Arena IN FOCUS of the full year 2021 results with S bastien Baz in,160.8957142857143,2,2.0,2.0
11,Activision Blizzard Inc,Q344341,0,False,nothing,-88.65299999999999,-1,-1.0,-1.0
12,Adani Transmission Ltd,Q83472792,0,True,They are partners in our progress and are crucial to our expectations Grievance redress al Fair process and evaluation of any losses and compensation Proactive communication Environmental protection and non pollution Indigenous rights Emergency response and disaster management Frequency of engagement Continuous and need based Mode of engagement and communication Community engagement and local community meetings Newspapers and CSR volunteers Hoarding s One on one meetings with farmers Gram Panchayat Gram Sabha Sustainability Reports Focused group discussion Parameters No,15.06,2,2.0,2.0
13,adidas AG,Q3895,0,False,nothing,136.77517241379311,1,1.0,1.0
14,Adient PLC,Q26832896,0,False,nothing,-4.69,-1,-1.0,-1.0
15,Adobe Inc,Q11463,0,True,We remain committed to using the power of creativity to change the world by championing our employees empowering every voice lifting our communities and building a sustainable future,46.590384615384615,2,2.0,2.0
16,Adobe Inc,Q11463,0,True,And last in 2017 and 2018 Adobe entered into two grid scale power purchase agreements PP As that not only brought us closer to reaching our RE 100 goal but also showed that collaboration is key to moving forward,46.590384615384615,2,2.0,2.0
17,ADT Inc,Q290680,0,False,nothing,12.25,1,1.0,1.0
18,Adtalem Global Education Inc,Q5244154,0,True,We are grateful to our partners and value their incredible contributions to is proud to be a mission driven organization dedicated to being an agent of change globally while understanding that true impact is made locally person to person one community at a a dynamic global community of life long learners who believe in access to knowledge that transforms lives and enables AD TALE MSV P Corporate Relations Ad tale m Global Education President of the Education Foundation Lisa So de ika 3 AD TALE M SUSTAINABILITY AND COMMUNITY RELATIONS ANNUAL REPORT Per our U,5.67,2,2.0,2.0
19,Adtalem Global Education Inc,Q5244154,0,True,Main navigation Sustainability Environmental Practices Social Practices Governance Practices Diversity Community Engagement Empower Scholarship Fund Ad tale m Global Education Foundation Social Practices Our TEACH values Teamwork Energy Accountability Community and Heart shape how we work together to fulfill our promise to our students our members and each other,5.67,2,2.0,2.0
20,Adtalem Global Education Inc,Q5244154,0,True,This program aligns with our strengths and priorities as a company as it is focused on enhancing US Caribbean cooperation on cross disciplinary issues and converging trends such as those that are One Health focused,5.67,2,2.0,2.0
21,Advance Auto Parts Inc,Q4686051,0,False,nothing,-4.515000000000001,-1,-1.0,-1.0
22,Advanced Drainage Systems Inc,Q60745531,0,False,nothing,0.3400000000000001,1,1.0,1.0
23,Advanced Micro Devices Inc,Q128896,0,False,nothing,56.13510204081632,1,1.0,1.0
24,Adyen NV,Q4686934,0,False,nothing,29.82,1,1.0,1.0
25,AECOM,Q2825507,0,True,27 Blueprint for Better Worlds pillar Opening Doors Water water everywhere Professional quality community delivery Building a better world Opening Doors ES CR SOLUTIONS KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 28 With Creating Opportunity the second pillar Blueprint for a Better World we help A legacy of outreach A gift of STEM education Employing the people who serve Creating Opportunity ES CR SOLUTIONS KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 29 Protecting Tomorrow the third pillar Blueprint for a Better World Solar power for the poorest Harvesting rainwater Glasgow Canal coalition prepared for a resilient Tomorrow participants with solar lanterns,-35.2,0,0.0,0.0
26,AECOM,Q2825507,0,True,Meeting the future with confidence At A E COM we focus on delivering innovative pragmatic and resilient sustainable development solutions,-35.2,0,0.0,0.0
27,AECOM,Q2825507,0,True,Blueprint for a Better World is 2016 highlights Named one of Fortune Engineering News Record Architectural Records ES CR SOLUTIONS KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 5 Environmental Sustainability ES Doing more with less that harness 100 percent of their Since 2012 has partnered with Field California United KNOWLEDGE COMMUNITY ENVIRONMENT WORKPLACE MARKET SPACE 6 Corporate Responsibility CR Setting a new bar for CR Blueprint for a Better World is At the heart of Blueprint for a Better World To deliver access to safe and secure infrastructure to those that need it most to create opportunity for the leaders of tomorrow and to protect our planet so that together we can realize our dream of a better world,-35.2,0,0.0,0.0
28,AECOM,Q2825507,0,True,This strategy integrates four key pillars that will embed sustainable development and resilience across the company s work improve social outcomes for communities achieve net zero carbon emissions and enhance governance,-35.2,0,0.0,0.0
29,AES Corp,Q291508,0,True,11 Our purpose and solutions for the future AES climate related policy positions Support for Paris Agreement and 2050 net zero AES supports the objectives of the Paris Agreement to limit the average rise in global temperatures to well below 2 C above pre industrial levels and to pursue efforts to limit it to 1,51.00000000000001,2,2.0,2.0
30,Ageas SA/NV,Q392338,0,False,nothing,-6.386,-1,-1.0,-1.0
31,Agilent Technologies Inc,Q393762,0,False,nothing,380.1575,1,1.0,1.0
32,AIA Group Ltd,Q1152465,0,False,nothing,-11.7,-1,-1.0,-1.0
33,AIB Group PLC,Q1642179,0,False,nothing,-12.522499999999996,-1,-1.0,-1.0
34,Air Liquide SA,Q407448,0,True,IN PARTNERSHIP WITH OUR EMPLOYEES In the framework of its local micro initiatives support program the Foundation favors actions aimed at developing local communities over the long term in cou no up 2017 the Foundation supported projects in the fields of education and training access to care disability social welfare and access to water and Foundation is supported in its work by Liquid e employees who sponsor local development micro initiatives,131.552,2,2.0,2.0
